2025-07-10 23:51:29,698 | INFO | 0001 | PASSED: Zero results
2025-07-10 23:53:27,943 | INFO | 0176 | PASSED: Zero results
2025-07-10 23:53:28,352 | INFO | 0177 | PASSED: additional Trade Item Classification Property Code
2025-07-10 23:53:29,851 | INFO | 0178 | PASSED: Zero results
2025-07-10 23:53:30,150 | INFO | 0179 | PASSED: Zero results
2025-07-10 23:53:30,441 | INFO | 0180 | PASSED: Zero results
2025-07-10 23:53:30,736 | INFO | 0181 | PASSED: Zero results
2025-07-10 23:53:31,025 | INFO | 0182 | PASSED: Zero results
2025-07-10 23:53:31,267 | INFO | 0183 | PASSED: Zero results
2025-07-10 23:53:31,551 | INFO | 0184 | PASSED: Zero results
2025-07-10 23:53:31,789 | INFO | 0185 | PASSED: Zero results
2025-07-10 23:53:32,066 | INFO | 0186 | PASSED: Zero results
2025-07-10 23:53:32,346 | INFO | 0187 | PASSED: Zero results
2025-07-10 23:53:32,630 | INFO | 0188 | PASSED: Zero results
2025-07-10 23:53:32,868 | INFO | 0189 | PASSED: Zero results
2025-07-10 23:53:33,161 | INFO | 0190 | PASSED: Zero results
2025-07-10 23:53:33,584 | INFO | 0191 | PASSED: property Description
2025-07-10 23:53:35,067 | INFO | 0192 | PASSED: Zero results
2025-07-10 23:53:35,331 | INFO | 0193 | PASSED: Zero results
2025-07-10 23:53:35,575 | INFO | 0194 | PASSED: Zero results
2025-07-10 23:53:35,999 | INFO | 0195 | PASSED: property Measurement
2025-07-10 23:53:37,501 | INFO | 0196 | PASSED: Zero results
2025-07-10 23:53:37,773 | INFO | 0197 | PASSED: Zero results
2025-07-10 23:53:38,023 | INFO | 0198 | PASSED: Zero results
2025-07-10 23:53:38,400 | INFO | 0199 | PASSED: Number of Different Products
2025-07-10 23:53:39,920 | INFO | 0200 | PASSED: Zero results
2025-07-10 23:53:40,297 | INFO | 0201 | PASSED: Zero results
2025-07-10 23:53:40,672 | INFO | 0202 | PASSED: Count of Each Specific Product
2025-07-10 23:53:42,290 | INFO | 0203 | PASSED: GTIN (Global Trade Item Number) of the Contained Product
2025-07-10 23:53:43,933 | INFO | 0204 | PASSED: Animal Nutrient Code
2025-07-10 23:53:45,604 | INFO | 0205 | PASSED: Animal Nutrient Target Percentage
2025-07-10 23:53:47,251 | INFO | 0206 | PASSED: Animal Nutrient Maximum Percentage
2025-07-10 23:53:48,985 | INFO | 0207 | PASSED: Animal Nutrient Minimum Percentage
2025-07-10 23:53:50,638 | INFO | 0208 | PASSED: Animal Nutrient Quantity
2025-07-10 23:53:52,147 | INFO | 0209 | PASSED: Zero results
2025-07-10 23:53:52,403 | INFO | 0210 | PASSED: Zero results
2025-07-10 23:53:52,690 | INFO | 0211 | PASSED: Zero results
2025-07-10 23:53:52,992 | INFO | 0212 | PASSED: Zero results
2025-07-10 23:53:53,235 | INFO | 0213 | PASSED: Zero results
2025-07-10 23:53:53,517 | INFO | 0214 | PASSED: Zero results
2025-07-10 23:53:53,804 | INFO | 0215 | PASSED: Zero results
2025-07-10 23:53:54,081 | INFO | 0216 | PASSED: Zero results
2025-07-10 23:53:54,378 | INFO | 0217 | PASSED: Zero results
2025-07-10 23:53:54,664 | INFO | 0218 | PASSED: Zero results
2025-07-10 23:53:54,952 | INFO | 0219 | PASSED: Zero results
2025-07-10 23:53:55,229 | INFO | 0220 | PASSED: Zero results
2025-07-10 23:53:55,531 | INFO | 0221 | PASSED: Zero results
2025-07-10 23:53:55,833 | INFO | 0222 | PASSED: Zero results
2025-07-10 23:53:56,121 | INFO | 0223 | PASSED: Zero results
2025-07-10 23:53:56,395 | INFO | 0224 | PASSED: Zero results
2025-07-10 23:53:56,682 | INFO | 0225 | PASSED: Zero results
2025-07-10 23:53:56,980 | INFO | 0226 | PASSED: Zero results
2025-07-10 23:53:57,273 | INFO | 0227 | PASSED: Zero results
2025-07-10 23:53:57,557 | INFO | 0228 | PASSED: Zero results
2025-07-10 23:53:57,836 | INFO | 0229 | PASSED: Zero results
2025-07-10 23:53:58,105 | INFO | 0230 | PASSED: Zero results
2025-07-10 23:53:58,392 | INFO | 0231 | PASSED: Zero results
2025-07-10 23:53:58,668 | INFO | 0232 | PASSED: Zero results
2025-07-10 23:53:58,966 | INFO | 0233 | PASSED: Zero results
2025-07-10 23:53:59,273 | INFO | 0234 | PASSED: Zero results
2025-07-10 23:53:59,576 | INFO | 0235 | PASSED: Zero results
2025-07-10 23:53:59,828 | INFO | 0236 | PASSED: Zero results
2025-07-10 23:54:00,112 | INFO | 0237 | PASSED: Zero results
2025-07-10 23:54:00,434 | INFO | 0238 | PASSED: Zero results
2025-07-10 23:54:00,745 | INFO | 0239 | PASSED: Zero results
2025-07-10 23:54:01,025 | INFO | 0240 | PASSED: Zero results
2025-07-10 23:54:01,294 | INFO | 0241 | PASSED: Zero results
2025-07-10 23:54:01,579 | INFO | 0242 | PASSED: Zero results
2025-07-10 23:54:01,814 | INFO | 0243 | PASSED: Zero results
2025-07-10 23:54:02,097 | INFO | 0244 | PASSED: Zero results
2025-07-10 23:54:02,375 | INFO | 0245 | PASSED: Zero results
2025-07-10 23:54:02,689 | INFO | 0246 | PASSED: Zero results
2025-07-10 23:54:02,947 | INFO | 0247 | PASSED: Zero results
2025-07-10 23:54:03,237 | INFO | 0248 | PASSED: Zero results
2025-07-10 23:54:03,525 | INFO | 0249 | PASSED: Zero results
2025-07-10 23:54:03,768 | INFO | 0250 | PASSED: Zero results
2025-07-10 23:54:04,073 | INFO | 0251 | PASSED: Zero results
2025-07-10 23:54:04,328 | INFO | 0252 | PASSED: Zero results
2025-07-10 23:54:04,579 | INFO | 0253 | PASSED: Zero results
2025-07-10 23:54:04,833 | INFO | 0254 | PASSED: Zero results
2025-07-10 23:54:05,083 | INFO | 0255 | PASSED: Zero results
2025-07-10 23:54:05,491 | INFO | 0256 | PASSED: product Activity Type Code
2025-07-10 23:54:07,024 | INFO | 0257 | PASSED: Zero results
2025-07-10 23:54:07,352 | INFO | 0258 | PASSED: Zero results
2025-07-10 23:54:07,648 | INFO | 0259 | PASSED: Zero results
2025-07-10 23:54:07,942 | INFO | 0260 | PASSED: Zero results
2025-07-10 23:54:08,226 | INFO | 0261 | PASSED: Zero results
2025-07-10 23:54:08,505 | INFO | 0262 | PASSED: Zero results
2025-07-10 23:54:08,776 | INFO | 0263 | PASSED: Zero results
2025-07-10 23:54:09,035 | INFO | 0264 | PASSED: Zero results
2025-07-10 23:54:09,291 | INFO | 0265 | PASSED: Zero results
2025-07-10 23:54:09,679 | INFO | 0266 | PASSED: country Code
2025-07-10 23:54:11,414 | INFO | 0267 | PASSED: country Subdivision Code
2025-07-10 23:54:13,234 | INFO | 0268 | PASSED: nutritional Program Code
2025-07-10 23:54:14,935 | INFO | 0269 | PASSED: Zero results
2025-07-10 23:54:15,252 | INFO | 0270 | PASSED: Zero results
2025-07-10 23:54:15,731 | INFO | 0271 | PASSED: nutritional Program Detail
2025-07-10 23:54:17,363 | INFO | 0272 | PASSED: Zero results
2025-07-10 23:54:17,774 | INFO | 0273 | PASSED: Sun Protection Factor (SPF)
2025-07-10 23:54:19,501 | INFO | 0274 | PASSED: Zero results
2025-07-10 23:54:19,816 | INFO | 0275 | PASSED: Zero results
2025-07-10 23:54:20,098 | INFO | 0276 | PASSED: Zero results
2025-07-10 23:54:20,359 | INFO | 0277 | PASSED: Zero results
2025-07-10 23:54:20,682 | INFO | 0278 | PASSED: Zero results
2025-07-10 23:54:21,036 | INFO | 0279 | PASSED: Zero results
2025-07-10 23:54:21,375 | INFO | 0280 | PASSED: Zero results
2025-07-10 23:54:21,685 | INFO | 0281 | PASSED: Zero results
2025-07-10 23:54:22,042 | INFO | 0282 | PASSED: Zero results
2025-07-10 23:54:22,363 | INFO | 0283 | PASSED: Zero results
2025-07-10 23:54:22,672 | INFO | 0284 | PASSED: Zero results
2025-07-10 23:54:22,953 | INFO | 0285 | PASSED: Zero results
2025-07-10 23:54:23,252 | INFO | 0286 | PASSED: Zero results
2025-07-10 23:54:23,559 | INFO | 0287 | PASSED: Zero results
2025-07-10 23:54:23,836 | INFO | 0288 | PASSED: Zero results
2025-07-10 23:54:24,065 | INFO | 0289 | PASSED: Zero results
2025-07-10 23:54:24,333 | INFO | 0290 | PASSED: Zero results
2025-07-10 23:54:24,608 | INFO | 0291 | PASSED: Zero results
2025-07-10 23:54:24,881 | INFO | 0292 | PASSED: Zero results
2025-07-10 23:54:25,371 | INFO | 0293 | PASSED: additional Trade Item Identification
2025-07-10 23:54:27,092 | INFO | 0294 | PASSED: additional Trade Item Identification/@additional Trade Item Identification/@additional Trade Item Identification/@additional Trade Item Identification Type Code
2025-07-10 23:54:28,746 | INFO | 0295 | PASSED: Zero results
2025-07-10 23:54:29,011 | INFO | 0296 | PASSED: Zero results
2025-07-10 23:54:29,314 | INFO | 0297 | PASSED: Zero results
2025-07-10 23:54:29,604 | INFO | 0298 | PASSED: Zero results
2025-07-10 23:54:29,885 | INFO | 0299 | PASSED: Zero results
2025-07-10 23:54:30,162 | INFO | 0300 | PASSED: Zero results
2025-07-10 23:54:30,447 | INFO | 0301 | PASSED: Zero results
2025-07-10 23:54:30,719 | INFO | 0302 | PASSED: Zero results
2025-07-10 23:54:31,002 | INFO | 0303 | PASSED: Zero results
2025-07-10 23:54:31,280 | INFO | 0304 | PASSED: Zero results
2025-07-10 23:54:31,556 | INFO | 0305 | PASSED: Zero results
2025-07-10 23:54:31,838 | INFO | 0306 | PASSED: Zero results
2025-07-10 23:54:32,158 | INFO | 0307 | PASSED: Zero results
2025-07-10 23:54:32,451 | INFO | 0308 | PASSED: Zero results
2025-07-10 23:54:32,736 | INFO | 0309 | PASSED: Zero results
2025-07-10 23:54:33,017 | INFO | 0310 | PASSED: Zero results
2025-07-10 23:54:33,298 | INFO | 0311 | PASSED: Zero results
2025-07-10 23:54:33,581 | INFO | 0312 | PASSED: Zero results
2025-07-10 23:54:33,860 | INFO | 0313 | PASSED: Zero results
2025-07-10 23:54:34,147 | INFO | 0314 | PASSED: Zero results
2025-07-10 23:54:34,442 | INFO | 0315 | PASSED: Zero results
2025-07-10 23:54:34,865 | INFO | 0316 | PASSED: number Of Pieces In Set
2025-07-10 23:54:36,516 | INFO | 0317 | PASSED: total Number Of Components
2025-07-10 23:54:38,017 | INFO | 0318 | PASSED: Zero results
2025-07-10 23:54:38,293 | INFO | 0319 | PASSED: Zero results
2025-07-10 23:54:38,687 | INFO | 0320 | PASSED: component Description
2025-07-10 23:54:40,287 | INFO | 0321 | PASSED: Zero results
2025-07-10 23:54:40,536 | INFO | 0322 | PASSED: Zero results
2025-07-10 23:54:40,821 | INFO | 0323 | PASSED: Zero results
2025-07-10 23:54:41,224 | INFO | 0324 | PASSED: gpc Category Code
2025-07-10 23:54:42,908 | INFO | 0325 | PASSED: component Identification
2025-07-10 23:54:44,454 | INFO | 0326 | PASSED: Zero results
2025-07-10 23:54:44,742 | INFO | 0327 | PASSED: Zero results
2025-07-10 23:54:45,028 | INFO | 0328 | PASSED: Zero results
2025-07-10 23:54:45,317 | INFO | 0329 | PASSED: Zero results
2025-07-10 23:54:45,594 | INFO | 0330 | PASSED: Zero results
2025-07-10 23:54:45,986 | INFO | 0331 | PASSED: component Quantity
2025-07-10 23:54:47,479 | INFO | 0332 | PASSED: Zero results
2025-07-10 23:54:47,801 | INFO | 0333 | PASSED: Zero results
2025-07-10 23:54:48,072 | INFO | 0334 | PASSED: Zero results
2025-07-10 23:54:48,308 | INFO | 0335 | PASSED: Zero results
2025-07-10 23:54:48,589 | INFO | 0336 | PASSED: Zero results
2025-07-10 23:54:48,878 | INFO | 0337 | PASSED: Zero results
2025-07-10 23:54:49,192 | INFO | 0338 | PASSED: Zero results
2025-07-10 23:54:49,512 | INFO | 0339 | PASSED: Zero results
2025-07-10 23:54:49,802 | INFO | 0340 | PASSED: Zero results
2025-07-10 23:54:50,038 | INFO | 0341 | PASSED: Zero results
2025-07-10 23:54:50,275 | INFO | 0342 | PASSED: Zero results
2025-07-10 23:54:50,507 | INFO | 0343 | PASSED: Zero results
2025-07-10 23:54:50,772 | INFO | 0344 | PASSED: Zero results
2025-07-10 23:54:51,040 | INFO | 0345 | PASSED: Zero results
2025-07-10 23:54:51,266 | INFO | 0346 | PASSED: Zero results
2025-07-10 23:54:51,532 | INFO | 0347 | PASSED: Zero results
2025-07-10 23:54:51,793 | INFO | 0348 | PASSED: Zero results
2025-07-10 23:54:52,181 | INFO | 0349 | PASSED: alcoholic Beverage Subregion
2025-07-10 23:54:53,789 | INFO | 0350 | PASSED: Zero results
2025-07-10 23:54:54,193 | INFO | 0351 | PASSED: degree Of Original Wort
2025-07-10 23:54:55,820 | INFO | 0352 | PASSED: Alcohol Percentage
2025-07-10 23:54:57,424 | INFO | 0353 | PASSED: vintner
2025-07-10 23:54:58,917 | INFO | 0354 | PASSED: Zero results
2025-07-10 23:54:59,332 | INFO | 0355 | PASSED: alcoholic Beverage Sugar Content
2025-07-10 23:55:00,847 | INFO | 0356 | PASSED: Zero results
2025-07-10 23:55:01,235 | INFO | 0357 | PASSED: Vintage
2025-07-10 23:55:02,748 | INFO | 0358 | PASSED: Zero results
2025-07-10 23:55:02,991 | INFO | 0359 | PASSED: Zero results
2025-07-10 23:55:03,258 | INFO | 0360 | PASSED: Zero results
2025-07-10 23:55:03,533 | INFO | 0361 | PASSED: Zero results
2025-07-10 23:55:03,806 | INFO | 0362 | PASSED: Zero results
2025-07-10 23:55:04,073 | INFO | 0363 | PASSED: Zero results
2025-07-10 23:55:04,347 | INFO | 0364 | PASSED: Zero results
2025-07-10 23:55:04,616 | INFO | 0365 | PASSED: Zero results
2025-07-10 23:55:04,893 | INFO | 0366 | PASSED: Zero results
2025-07-10 23:55:05,181 | INFO | 0367 | PASSED: Zero results
2025-07-10 23:55:05,583 | INFO | 0368 | PASSED: allergen Specification Agency
2025-07-10 23:55:07,397 | INFO | 0369 | PASSED: allergen Specification Name
2025-07-10 23:55:09,550 | INFO | 0370 | PASSED: Allergen Statement
2025-07-10 23:55:11,052 | INFO | 0371 | PASSED: Zero results
2025-07-10 23:55:11,306 | INFO | 0372 | PASSED: Zero results
2025-07-10 23:55:11,626 | INFO | 0373 | PASSED: Allergen Declarations Indicator
2025-07-10 23:55:13,127 | INFO | 0374 | PASSED: Zero results
2025-07-10 23:55:13,440 | INFO | 0375 | PASSED: Allergen Type Code
2025-07-10 23:55:15,114 | INFO | 0376 | PASSED: Allergen Containment Code
2025-07-10 23:55:16,259 | INFO | 0377 | PASSED: Zero results
2025-07-10 23:55:16,482 | INFO | 0378 | PASSED: Zero results
2025-07-10 23:55:16,732 | INFO | 0379 | PASSED: Zero results
2025-07-10 23:55:16,976 | INFO | 0380 | PASSED: Zero results
2025-07-10 23:55:17,165 | INFO | 0381 | PASSED: Zero results
2025-07-10 23:55:17,376 | INFO | 0382 | PASSED: Zero results
